index	table_id	annotator_id	premise	hypothesis	label
7343	T1165	GW22	 The type of Non-Violence Project is Educational Non-profit organisation.  The headquarters of Non-Violence Project is CH 1227 Geneva, Switzerland.  The board of directors of Non-Violence Project is Jan Hellman (Chairman, Founder), Rolf Skjoldebrand (Founder),Claes Cronstedt, Jens Holm.  The website of Non-Violence Project is nonviolence .com.  	nonviolence.org is the official website of the Non-Violence Project.	0
7045	T1125	GW27	 Sir Charles Wheatstone was born on (1802-02-06)6 February 1802 , Barnwood, Gloucestershire, England.  Sir Charles Wheatstone died on 19 October 1875(1875-10-19) (aged 73) , Paris, France.  Sir Charles Wheatstone was known for Wheatstone bridge, Playfair cipher, early contributions to Spectroscopy and Telegraphy.  The institutions of Sir Charles Wheatstone is King’s College London.  	Sir Charles Wheatstone most known for Wheatstone bridge.	1
2693	T430	GW0	 The type of Concordia is Soft-drink.  The country of origin of Concordia is Peru.  The variants of Concordia is (current) orange, strawberry, pineapple.  The related products of Concordia is Kola Real, Peru Cola, rush Naranja.  	Concordia comes in five different flavors.	0
11497	T1901	GW28	 The labels of Jackson Browne are Elektra, Adrenaline Music Group, Inside, Asylum.  The associated acts of Jackson Browne are Warren Zevon, Eagles, David Lindley, Waddy Wachtel, Bonnie Raitt, Clarence Clemons, David Crosby, Graham Nash, Neil Young, Linda Ronstadt, Joan Baez, Nitty Gritty Dirt Band, Bruce Springsteen, Little Steven, Dawes, Roy Orbison, The Chieftains  Nico.  Jackson Browne was born on October 9, 1948  (age 70)  Heidelberg, Germany.  The years active of Jackson Browne is 1966-present. 	Jackson Browne started his career in his early twenties.	0
8648	T1347	GW72	 The type of Precedence is Medal.  The awarded for of Precedence is Acts of gallantry in the presence of the enemy, whether on land or at sea or in the air..  The status of Precedence is Currently Awarded.  Precedence was last awarded on 1999. 	The medal is awarded more for land than sea actions	1
16153	T2677	GW115	 In the box office, Stagecoach made $1,103,757.   The release date of Stagecoach are February 2, 1939 (1939-02-02) (Los Angeles), March 3, 1939 (1939-03-03) (U.S.).  The running time of Stagecoach is 96 minutes.  The budget of Stagecoach is $531,374. 	Stagecoach Running time 45 minutes	0
1131	T1793	GW1	 In the Aeroplane Over the Sea was released on February 10, 1998.  In the Aeroplane Over the Sea was recorded on July - September 1997.  The studio of In the Aeroplane Over the Sea is Elephant 6.  The length of In the Aeroplane Over the Sea is 39 : 55. 	It took over six months to record In the Aeroplane Over the Sea.	0
15712	T2628	GW1	 Cartagena City was designated on 1984  (8th session).  The city area of Cartagena City is Population: 971,592 (2016), Area: 572 km2 (221 sq mi).  The rank of Cartagena City is Ranked 5th.  The time zone of Cartagena City is UTC-5 (COT). 	Cartagena was designated finally in the 19th century.	0
6328	T1037	GW28	 The publisher of Chilling Adventures of Sabrina is Archie Horror.  Chilling Adventures of Sabrina has a Irregular schedule.  The format of Chilling Adventures of Sabrina is Ongoing series.  The publication date of Chilling Adventures of Sabrina was on October 2014 - present. 	Chilling Adventures of Sabrina is published monthly and for a limited run.	0
5574	T930	GW12	 The year of Breezing Up (A Fair Wind) is 1873-76.  The medium of Breezing Up (A Fair Wind) is Oil on canvas.  The dimensions of Breezing Up (A Fair Wind) is 61.5 cm   97 cm (24.2 in   38 in).  The location of Breezing Up (A Fair Wind) is National Gallery of Art, Washington, D.C..  	The oil on canvas print of Breezing Up measures 24.2 in by 38 in.	1
11851	T1952	GW28	 The genre of Hndrxx are Hip hop, R&B, avant-pop.  The length of Hndrxx is 68 : 59.  The label of Hndrxx are A1, Epic, Freebandz.  The producer of Hndrxx are DJ Esco (exec.), Future (also exec.), Cicero, Cirkut, Cubeatz, D. A. Doman, Detail, DJ Mustard, DJ Spinz, Dre Moon, DY, Go Grizzly, High Klassified, Jake One, K-Major, King BNJMN, Kuk Harrell, Major Seven, Mantra, Metro Boomin, Nash B, Sidney Swift, Southside, The Track Burnaz, Twice as Nice, Wheezy, Xeryus G.  	Hndrxx was a solitary effort by Wheezy.	0
7724	T1218	GW72	 The most titles (female) of Last completed is 4  ,  Daphne Akhurst Cozens  ,  Nell Hall Hopman  ,  Nancye Wynne Bolton  ,  Thelma Coyne Long.   Last completed was location on Melbourne (since 1972) , Australia.  The venue of Last completed is Melbourne Park (since 1988).  Last completed was surface on Grass - outdoors (1905-1987) , Hard - outdoors (since 1988). 	The Australian Open is played on grass only	0
5898	T973	GW66	 The counties of Chicago, Illinois is Cook, DuPage.  Chicago, Illinois was incorporated (town) on August 12, 1833.  Chicago, Illinois was incorporated (city) on March 4, 1837.  The named for of Chicago, Illinois is Miami-Illinois:  shikaakwa  ,  (wild onion or wild garlic).  	Chicago is home to America's largest Asian population.	1
2279	T357	GW27	 The official languages of Republic of Bulgaria is Bulgarian.  The capital and largest city was on Sofia 42°41′N 23°19′E / 42.683°N 23.317°E.  The ethnic groups (2011) of Republic of Bulgaria are 84.8% Bulgarians , 8.8% Turks , 4.9% Romani , 0.7% others.  The demonym(s) of Republic of Bulgaria is Bulgarian. 	Sofia has a significant amount of Turks.	1
1496	T222	GW2	 The in office of Pandit Jawaharlal Nehru was on 15 August 1947 - 27 May 1964.  The monarch of Pandit Jawaharlal Nehru is George VI (until 26 January 1950).  The president of Pandit Jawaharlal Nehru are Rajendra Prasad ,  Sarvepalli Radhakrishnan.  The governor general of Pandit Jawaharlal Nehru is The Earl Mountbatten of Burma Chakravarti Rajagopalachari (until 26 January 1950). 	The Earl Mountbatten of Burma Chakravarti Rajagopalachari was Governor General for 16 years.	1
373	T438	GW4	 Children's Games is a painting.  The artist of Children's Games is Pieter Bruegel the Elder.  The type of Children's Games is Oil on panel.  The location of Children's Games is Kunsthistorisches Museum, Vienna.  	The Children's Games painting is held in Paris France.	0
15696	T2626	GW86	 C.K.Prahalad was born on (1941-08-08)8 August 1941 , Coimbatore, Madras Presidency, British India ,  (now in Tamil Nadu, India).  C.K.Prahalad died on 16 April 2010(2010-04-16) (aged 68) , San Diego, California, U.S..  The nationality of C.K.Prahalad is Indian American.  The alma mater of C.K.Prahalad is Loyola College, Chennai , IIM Ahmedabad , Harvard Business School. 	C.K.Prahalad spent most of his life in the U.S..	1
8208	T1289	GW27	 The aircraft carried: of Graf Zeppelin are Proposed complement of 42, 1930 proposal: 30 fighters & 12 dive bombers, 1939 proposal: 12 fighters & 30 dive bombers.   Graf Zeppelin was laid down: on 28 December 1936.  Graf Zeppelin was launched: on 8 December 1938.  Graf Zeppelin was fate: on Sunk as a target ship on 16 August 1947. 	The Graf Zeppelin was sunk about nine years after being launched.	2
11460	T1897	GW93	 Iowa is a album.  The studio of Iowa is Sound City Studios and Sound Image in Van Nuys, Los Angeles, California.  The genre of Iowa is Nu metal.  The producer of Iowa are Slipknot, Ross Robinson.  	Slipknot was the main producer for Iowa.	1
11888	T1957	GW94	 Jaden Smith is a musician.  The associated acts of Jaden Smith are Willow Smith, Justin Bieber, Childish Gambino, Tyler, the Creator, August Alsina, Brockhampton.   The occupation of Jaden Smith are Actor, rapper, singer, songwriter.  The genres of Jaden Smith are Hip hop, alternative hip hop, trap. 	Jaden Smith performs hip hop.	2
15013	T2549	GW107	 The release date of Maynila sa mga Kuko ng Liwanag are 16 July 1975 (1975-07-16), 7 August 2013 (2013-08-07) (re-release).  The running time of Maynila sa mga Kuko ng Liwanag is 125 minutes.  Maynila sa mga Kuko ng Liwanag was starring Bembol Roco, Hilda Koronel, Lou Salvador, Jr., Juling Bagabaldo, Tommy Abuel.  Maynila sa mga Kuko ng Liwanag was music by Max Jocson. 	Maynila sa mga Kuko ng Liwanag is under 2 hours long.	0
7761	T1223	GW4	 Cheek to Cheek is a album.  Cheek to Cheek was released on September 19, 2014.  The recorded of Cheek to Cheek is 2013.  The length of Cheek to Cheek is 34:43. 	The album Cheek to Cheek is over a half hour long.	2
7214	T1146	GW22	 Carly Rae Jepsen is a musician.  The birth name of Carly Rae Jepsen is Carly Rae Jepsen.  The occupation(s) of Carly Rae Jepsen is Singer, songwriter, actress.  The labels of Carly Rae Jepsen are MapleMusic, 604, School Boy, Interscope. 	Carly Rae Jepsen is not associated with any labels.	0
9400	T1485	GW1	 Sir Joseph Wilson Swan was born on 31 October 1828  Bishopwearmouth, Sunderland, County Durham, England.  The birth name of Sir Joseph Wilson Swan is Joseph Wilson Swan.  Sir Joseph Wilson Swan died on 27 May 1914 (1914-05-27)  (aged 85)  Warlingham, Surrey, England.  The awards of Sir Joseph Wilson Swan was on Hughes Medal  (1904), Albert Medal  (1906). 	The Fall of 1914 was when Sir Joseph Wilson Swan died.	0
5325	T1263	GW11	 The origin of Brockhampton is San Marcos, Texas, U.S..  The genres of Brockhampton are Hip hop, alternative hip hop, alternative R&B, pop-rap.  The associated acts of Brockhampton are Ryan Beatty, Jaden Smith.  The website of Brockhampton is brckhmptn .com.  	Brockhampton originated in the US.	2
3654	T574	GW56	 The materials used of Danish Palaces Faberge egg is multi-colored gold, pink-mauve enamel, star sapphire, emeralds, diamonds, crimson velvet lining. Screen is multi-colored gold and watercolor on mother of pearl.  The height of Danish Palaces Faberge egg is 102 millimetres (4.0 in).  The width of Danish Palaces Faberge egg is 67 millimetres (2.6 in).  The surprise of Danish Palaces Faberge egg is 10-panel screen with watercolor paintings of Danish palaces and imperial yachts.  	The 10 panel screen is gold and watercolor on mother of pearl.	2
76	T9	GW1	 The labels of Jeff Lynne are United Artists, Jet, Harvest, Epic, Sony BMG, Reprise, Frontiers.  The associated acts of Jeff Lynne are Electric Light Orchestra, Traveling Wilburys, Tom Petty and the Heartbreakers, The Idle Race, The Move, George Harrison, The Beatles.  Jeff Lynne was born on ( 1947-12-30 )  30 December 1947  (age 71)  Erdington, Birmingham, England, United Kingdom.  The occupation(s) of Jeff Lynne are Musician, singer-songwriter, record producer. 	Jeff Lynne preferred making music with United Artists over Sony BMG.	1
15976	T2657	GW1	 In the box office, West Side Story made $44.1 million.   The productioncompany of West Side Story is The Mirisch Company , Seven Arts Productions.  The running time of West Side Story is 152 minutes.  The budget of West Side Story is $6 million. 	West Side Story did not recoup it's budget at the box office.	0
7614	T1205	GW22	 The categories of Decanter is Wine magazines.  Decanter was frequency on Monthly.  The circulation of Decanter is 40,000.  The publisher of Decanter is TI Media. 	Decanter is a wine magazine and is circulated on monthly basis.	2
6344	T1039	GW19	 The capitaland largest city was on Ouagadougou , 12.333; -1.667.  The recognised national languages of Burkina Faso are Moore ,  Fula ,  Dioula.  The ethnic groups  (1995) of Burkina Faso are 47.9% Mossi, 10.3% Fula, 6.9% Lobi, 6.9% Bobo, 6.7% Mande, 5.3% Senufo, 5.0% Gurunsi, 4.8% Gurma, 3.1% Tuareg.  The legislature of Burkina Faso is National Assembly.  	The two largest ethnic groups comprise over 50% of the population.	2
7666	T1211	GW72	 The owner of Buckpasser is Ogden Phipps. Racing colors: Black, cherry cap..  The trainer of Buckpasser is William C. Winfrey , Edward A. Neloy.  The record of Buckpasser is 31: 25-4-1.  The earnings of Buckpasser is $1,462,014.  	Buckpasser is a high earning racer	1
652	T100	GW4	 The production company of Fargo are PolyGram Filmed Entertainment, Working Title Films.  The release date of Fargo are March 8, 1996  ( 1996-03-08 )  (United States), May 31, 1996  ( 1996-05-31 )  (United Kingdom).  Fargo was produced by Ethan Coen.  In the box office, Fargo made $60.6 million.  	Fargo was released in 1995.	0
7180	T1142	GW22	 The former names of Princeton University is College of New Jersey ,  (1746-1896).  The academic staff of Princeton University is 1,238.  The sporting affiliations of Princeton University is NCAA Division I , Ivy League, ECAC Hockey, EARC, EIVA , MAISA.  The academic affiliations of Princeton University is AAU , URA , NAICU. 	Princeton University has academic affiliations from AAU, URA and NAICU only.	1
874	T131	GW21	 Keith Carradine was born as Keith Ian Carradine    ( 1949-08-08 )  August 8, 1949  (age 69)   San Mateo, California, U.S..  The spouse(s) of Keith Carradine are Sandra Will ( m.  1982;  div.  1999) ,   Hayley DuMond  ( m.  2006).  The number of children of Keith Carradine are 3, including Martha Plimpton and Sorel Carradine.  The relatives of Keith Carradine are Michael Bowen  (maternal half-brother) ,  Max Henius  (great-grandfather) ,  Johan Ludvig Heiberg  (great-granduncle). 	Hayley Dumond is younger than Sandra will.	1
10349	T1732	GW76	 The birth name of Katharine McPhee is Katharine Hope McPhee.  Katharine McPhee was born on March 25, 1984  (age 34)  Los Angeles, California, U.S..  The years active of Katharine McPhee is 2005-present.  The labels of Katharine McPhee are 19, RCA, Verve Forecast, Columbia, BMG. 	Katharine McPhee has been performing since she was 21 years old.	2
5622	T937	GW59	 The years active of Bushwacker was on 2009-2014.  The brand of Bushwacker is 13/6.  The weight of Bushwacker is 1,700 lbs.  Bushwacker was born on June 1, 2006 , Marysville, California. 	At 1,700 pounds, Bushwacker matured at a weight that was  higher than expected.	1
7032	T1123	GW72	 Breaking Benjamin was also known as Plan 9.  The genres of Breaking Benjamin are Hard rock, post-grunge, alternative metal.  The years active of Breaking Benjamin was on 1999-2010, 2014-present.  The associated acts of Breaking Benjamin is Lifer. 	Breaking Benjamin took a break from activity from 2010 to 2014	2
1980	T293	GW37	 The number of employees of Death Wish Coffee is 19 Employees (September 2017).  The founded of Death Wish Coffee is Saratoga Springs, New York 2008.  The headquarters of Death Wish Coffee is Malta, New York.  The number of locations of Death Wish Coffee is 1 store. 	Death Wish Coffee has several store locations across the United States.	0
11283	T1868	GW96	 The production companies of I, Daniel Blake are Sixteen Films, British Film Institute, Why Not Productions, Wild Bunch, BBC Films.  I, Daniel Blake was directed by Ken Loach.  I, Daniel Blake was starring Dave Johns, Hayley Squires.  I, Daniel Blake was distributed by eOne Films  (UK), Le Pacte  (France). 	The first film that Ken Loach directed was screened at Cannes.	1
7982	T1253	GW22	 The labels of Chet Baker is Pacific Jazz, RCA, Epic.  The birth name of Chet Baker is Chesney Henry Baker.  The genres of Chet Baker is Cool jazz, bebop, West Coast jazz.  The associated acts of Chet Baker is Gerry Mulligan, Art Pepper, Stan Getz.  	Chesney Henry Baker was associated with Pacific Jazz, RCA and Epic labels only.	0
10905	T1818	GW93	 It's a Wonderful Life was directed by Frank Capra.  It's a Wonderful Life was produced by Frank Capra.  It's a Wonderful Life was screenplay by Frances Goodrich  Albert Hackett  Frank Capra.  It's a Wonderful Life was starring James Stewart, Donna Reed, Lionel Barrymore, Thomas Mitchell, Henry Travers, Beulah Bondi, Ward Bond, Frank Faylen, Gloria Grahame. 	The main writer for Innervisions was Frank Capra.	1
13358	T2365	GW95	 Girl with a Pearl Earring is a painting.  The artist of Girl with a Pearl Earring is Johannes Vermeer.  The medium of Girl with a Pearl Earring is Oil on canvas.  The location of Girl with a Pearl Earring is Mauritshuis, The Hague, Netherlands.  	This painting was painted in Europe.	2
14050	T2442	GW89	 1994 Winter Olympics Ice Hockey is a sport.  The number of matches played in 1994 Winter Olympics Ice Hockey are 46.  The number of goals scored in 1994 Winter Olympics Ice Hockey are 308 (6.7 per match).  	There were only 23 matches played.	0
7268	T1155	GW17	 The region of WIMA is Worldwide.  WIMA was founded on 1950.  The location of WIMA is United States.  The website of WIMA is www.wimaworld.com. 	WIMA is located in Australia.	0
157	T24	GW3	 Jimmy Eat World is a musician.  The genres of Jimmy Eat World are Alternative rock , emo pop , emo  , power pop  , pop punk.  The years active of Jimmy Eat World was on 1993 - present.  The labels of Jimmy Eat World are Wooden Blue , Capitol , Fueled by Ramen , Big Wheel Recreation , DreamWorks , Better Looking , Interscope , Western Tread , Geffen , DGC , RCA , Dine Alone. 	Jimmy eat World plays metal.	1
7589	T1202	GW22	 The associated acts of Carrie Underwood are Brad Paisley, Miranda Lambert, Keith Urban.  The occupation(s) of Carrie Underwood are Singer, songwriter, actress.  The instruments of Carrie Underwood are Vocals, guitar, piano.  The years active of Carrie Underwood is 2005-present. 	Carrie Underwood has no associated acts.	0
4637	T713	GW6	 Diana Ross was born as Diana Ernestine Earle Ross ,  (1944-03-26) March 26, 1944 (age 74) , Detroit, Michigan, U.S..  The occupation of Diana Ross is Singer, actress, record producer.  The spouse(s) of Diana Ross are Robert Ellis Silberstein , ( m. 1971;  div. 1977) ,  Arne Ness, Jr. , ( m. 1986;  div. 2000).  The number of children of Diana Ross are 5, including:  ,  Rhonda Ross Kendrick  ,  Tracee Ellis Ross  ,  Evan Ross. 	Tracee Ellis Ross's mother is not a musician.	0
4582	T703	GW51	 Desperado was released on April 17, 1973 (1973-04-17).  The studio of Desperado is Island Studios, London, England.  The genre of Desperado are Country rock, folk rock.  The producer of Desperado is Glyn Johns.  	Desperado was named after the western movie, Desperado.	1
5460	T914	GW28	 The region of Chichen Itza is Latin America and the Caribbean.   The location of Chichen Itza is Yucatan, Mexico.  The official name of Chichen Itza is Pre-Hispanic City of Chichen-Itza.  The state party of Chichen Itza is Mexico. 	Chichen Itza existed before the formation of Mexico.	1
13350	T2364	GW1	 The origin of Girls' Generation is Seoul, South Korea.  The years active of Girls' Generation is 2007-present.  The labels of Girls' Generation are SM Entertainment, EMI Japan, Interscope.  The associated acts of Girls' Generation are SM Town, Girls' Generation-TTS, Oh!GG. 	Girls' Generation has had multiple other names.	1
5677	T1282	GW28	 Camila is a album.  The studio of Camila are Windmark (Santa Monica), Electric Feel (West Hollywood), NightBird (West Hollywood), Twentynine Lions (Studio City).  The genre of Camila are Pop, R&B.  The producer of Camila are Frank Dukes (also  exec.), Camila Cabello, Pharrell Williams, Jarami, Skrillex, T-Minus, Bart Schoudel, The Futuristics, SickDrumz, Jesse Shatkin, Brian Lee, Andrew Watts.  	Camila is multi-genre but classical music focused compilation.	0
5840	T967	GW66	 Chamois Coloured Goat is a animal.  The wool color of Chamois Coloured Goat is brown with black dorsal stripe and lower limbs.  The horn status of Chamois Coloured Goat is horned and hornless types.  The beard of Chamois Coloured Goat is males bearded.  	Chamois Coloured Goat can have horns or not.	2
9908	T1611	GW4	 Jesse Plemons was born on April 2, 1988  (age 30)   Dallas, Texas, U.S..  The years active of Jesse Plemons is 1998-present.  The partner(s) of Jesse Plemons is Kirsten Dunst (2016-present, engaged).  The number of children of Jesse Plemons are 1.  	Jesse Plemons got engaged when they were 28 years old.	2
6826	T1097	GW12	 The type of Cabin Still Bourbon is Bourbon whiskey.  The manufacturer of Cabin Still Bourbon is Heaven Hill.  The country of origin of Cabin Still Bourbon is Kentucky, United States.  The related products of Cabin Still Bourbon is Heaven Hill.  	Heaven Hill, Kentucky is where Cabin Still Bourbon originated.	0
13530	T2384	GW89	 Guernica is a painting.  The artist of Guernica is Pablo Picasso.  The year of Guernica is 1937.  The dimensions of Guernica is 349.3 cm   776.6 cm (137.4 in   305.5 in). 	It took Picasso two years to paint Guernica.	1
12031	T1978	GW86	 Jake Paul was born on January 17, 1997  (age 21)   Cleveland, Ohio, U.S..  The birth name of Jake Paul is Jake Joseph Paul .  The residence of Jake Paul is Calabasas, California, U.S..  The years active of Jake Paul is 2013-present. 	Jake Paul resides in the same area of the United States that he was born in.	0
982	T143	GW2	 Jim Mattis is a person.  The nickname(s) of Jim Mattis are Chaos (callsign) ,   Warrior Monk ,   Mad Dog.  The commands of Jim Mattis are U.S. Central Command ,  U.S. Joint Forces Command ,  Supreme Allied Commander Transformation ,  I Marine Expeditionary Force ,  U.S. Marine Forces Central Command ,  Marine Corps Combat Development Command ,  1st Marine Division ,  1st Marine Expeditionary Brigade ,  7th Marine Regiment ,  1st Battalion ,  7th Marines.  The battles/wars of Jim Mattis are Persian Gulf War , War in Afghanistan ,  Iraq War ,  Invasion of Iraq ,  First Battle of Fallujah ,  Second Battle of Fallujah.  	Jim Mattis was a general.	1
13006	T2326	GW52	 Elvis Presley was recorded on July 1954 to January 1956.  The genre of Elvis Presley are Rock and roll, rockabilly, rhythm and blues, country.  The label of Elvis Presley is RCA Victor.  The producer of Elvis Presley is Sam Phillips (Sun recordings) , Steve Sholes (RCA recordings).  	Elvis Presley had only one producer.	0
5432	T1316	GW28	 Chicago Transit Authority was released on April 28, 1969 (1969-04-28).  Chicago Transit Authority was recorded on January 27-30, 1969.  The studio of Chicago Transit Authority is Columbia Recording Studios ,  (New York, United States).  The length of Chicago Transit Authority is 77:43. 	Chicago Transit Authority took one full year from start to finish.	0
10001	T1633	GW40	 The university of Jon Jones is Iowa Central Community College.  The notable relatives of Jon Jones are Arthur Jones (brother), Chandler Jones (brother).  The notable school(s) of Jon Jones is Union-Endicott High School.  The website of Jon Jones is www .jonnybones .com.  	Jon Jones's official website is www.jonnybones.com.	2
3842	T610	GW11	 The prime minister of Kingdom of Denmark is Lars Løkke Rasmussen.  The capitaland largest city of Kingdom of Denmark is Copenhagen , 55°43′N 12°34′E / 55.717°N 12.567°E / 55.717; 12.567.  The demonym(s) of Kingdom of Denmark are Danish, Dane.  The monarch of Kingdom of Denmark is Margrethe II. 	Kingdom of Denmark impeached Lars L¿kke Rasmussen.	0
4794	T764	GW28	 Crucifixion is a painting.  The artist of Crucifixion is Salvador Dali.  The medium of Crucifixion is Oil on canvas.  The location of Crucifixion is Metropolitan Museum of Art, New York City.  	Crucifixion (Corpus Hypercubus) is a Spanish work of art.	2
1182	T175	GW5	 In the box office, Fences made $64.4 million.   The production company of Fences are Bron Creative ,  Macro Media ,  Escape Artists ,  Scott Rudin Productions.  Fences was produced by Todd Black ,  Scott Rudin ,  Denzel Washington.  Fences was distributed by Paramount Pictures. 	Fences was produced by a single company.	0
10690	T1783	GW2	 The team members of Ice hockey are 3 Forwards, 2 Defensemen, 1 Goaltender.  The type of Ice hockey are Team sport, stick sport, puck sport, winter sport.  The equipment of Ice hockey are Hockey pucks, sticks, skates, shin pads, shoulder pads, gloves, helmets (with visor or cage, depending on age of player and league), elbow pads, jock or jill, socks, shorts, neck guard (depends on league), mouthguard (depends on league).  The venue of Ice hockey is Hockey rink or arena, and is sometimes played on a frozen lake or pond for recreation.  	No special safety equipment is needed for ice hockey.	0
4391	T678	GW33	 In the box office, Crash made $98.4 million.   Crash was directed by Paul Haggis.  Crash was produced by Don Cheadle, Paul Haggis, Mark R. Harris, Bobby Moresco, Cathy Schulman, Bob Yari.  The budget of Crash is $6.5 million. 	Crash is a film directed by Paul Haggis with Budget of 6.5 million dollars.	2
6070	T997	GW11	 Buffalo, New York is a city.  The county of Buffalo, New York is Erie.  Buffalo, New York was first settled (village) on 1789.  Buffalo, New York was incorporated (city) on 1832.  	Buffalo, New York is a new city.	0
6728	T1086	GW28	" Camden, New Jersey is a city.  The type of Camden, New Jersey is Faulkner Act (Mayor-Council).  The body of Camden, New Jersey is City Council.  The mayor of Camden, New Jersey is Francisco ""Frank"" Moran (D, term ends December 31, 2021). "	Camden, New Jersey is governed by pairing the mayor and city council.	2
2585	T406	GW4	 Chicago is a movie.  Chicago was distributed by Miramax Films.  The release date of Chicago are December 10, 2002  ( 2002-12-10 )  (Samuel Goldwyn Theater) , December 27, 2002  ( 2002-12-27 )  (United States).  The running time of Chicago is 113 minutes. 	The film Chicago was over two hours in length.	0
5214	T880	GW28	 Boulder, Colorado is a city.  The country of Boulder, Colorado is United States.  The county of Boulder, Colorado is Boulder.  Boulder, Colorado was settled on 1858 as Boulder City, N.T.. 	Boulder, Colorado is an American county as well as a city.	2
15757	T2633	GW31	 The municipality of Tianjin are Population: 15,621,200 (2016), Area: 11,946 km2 (4,612 sq mi).  The land area of Tianjin is 11,609.91 km 2  (4,482.61 sq mi).  The water area of Tianjin is 186 km 2  (72 sq mi).  The metro area of Tianjin is Population: 12,491,300 (2016), Area: 5,609.9 km2 (2,166.0 sq mi). 	Tianjin water area more than triples it's land area.	0
14167	T2455	GW111	 Jared Kushner is a person.  The serving with of Jared Kushner is Stephen Miller.  The assumed office of Jared Kushner was on January 20, 2017.  The president of Jared Kushner is Donald Trump.  	Jared Kushner assumed office in December, 2016.	0
10008	T1633	GW1	 The university of Jon Jones is Iowa Central Community College.  The notable relatives of Jon Jones are Arthur Jones (brother), Chandler Jones (brother).  The notable school(s) of Jon Jones is Union-Endicott High School.  The website of Jon Jones is www .jonnybones .com.  	Jon Jones performed martial arts at Iowa Central Community College.	1
4294	T666	GW28	 Dewey Readmore Books was born on November 18, 1987 , Spencer, Iowa, US.  Dewey Readmore Books died on November 29, 2006(2006-11-29) (aged 19) , Spencer, Iowa, US.  The occupation of Dewey Readmore Books is Library cat.  The employer of Dewey Readmore Books is Spencer Public Library. 	Dewey Readmore Books worked at the library as soon as he was born.	0
1389	T205	GW3	 Saint Joan of Arc died on 30 May 1431 (aged approx. 19)    Rouen, Normandy  (then under English rule).  The venerated in of Saint Joan of Arc are Roman Catholic Church ,  Anglican Communion.  The beatified of Saint Joan of Arc was on 18 April 1909, Notre-Dame de Paris, by Pope Pius X.  The canonized of Saint Joan of Arc was on 16 May 1920, St. Peter's Basilica, Rome by Pope Benedict XV. 	Saint Joan of Arc was canonized in 1939.	0
16157	T2677	GW121	 In the box office, Stagecoach made $1,103,757.   The release date of Stagecoach are February 2, 1939 (1939-02-02) (Los Angeles), March 3, 1939 (1939-03-03) (U.S.).  The running time of Stagecoach is 96 minutes.  The budget of Stagecoach is $531,374. 	Stagecoach made back more than its budget at the box office.	2
7397	T1171	GW22	 Boyzone is a musician.  The origin of Boyzone is Dublin, Ireland.  The years active of Boyzone was on 1993 (1993)-2000 , 2007-2019.  The website of Boyzone is www .boyzonenetwork .com.  	Boyzone is active from year 1993 to 2019.	0
9662	T1559	GW68	 The spouse(s) of Josephine Baker are Willie Wells ( m.  1919;  div.  1919), William Baker ( m.  1921;  div.  1925), Jean Lion ( m.  1937-1940), Jo Bouillon ( m.  1947;  div.  1961).  The number of children of Josephine Baker are adopted 12 children; informal Jean-Claude Baker.  The residence of Josephine Baker is Roquebrune, Provence-Alpes-Cote d'Azur, (French Riviera), France.  The nationality of Josephine Baker are American (renounced), French (from 1937). 	Josephine Baker married Willie Wells before she became a French citizen.	2
47	T6	GW0	 The origin of Kansas is Topeka, Kansas, U.S..  The genres of Kansas are Progressive rock, art rock, hard rock.  The years active of Kansas was on 1973 - 1984, 1985 - present.  The associated acts of Kansas are Proto-Kaw, Streets, AD, Seventh Key, Native Window, Dixie Dregs, Deep Purple, Shooting Star. 	Kansas was formed on the west coast of the United States.	0
14625	T2506	GW107	 The residence of Ron S. Geffner is New York City, United States.  The nationality of Ron S. Geffner is American.  The alma mater of Ron S. Geffner is Rutgers University ,  Benjamin N. Cardozo School of Law.  The employer of Ron S. Geffner is Sadis & Goldberg.  	Ron S. Geffner was born in New York City.	1
12562	T2276	GW4	 The region of Cardiff Caerdydd is South Wales.  The ceremonial county of Cardiff Caerdydd is South Glamorgan.  The historic county of Cardiff Caerdydd is Glamorgan.  The city status was on 1905.  	Cardiff is located in London.	0
299	T617	GW1	 Christopher Polhem was born on 18 December 1661 , Tingstäde, Gotland, Sweden.  Christopher Polhem died on 30 August 1751(1751-08-30) (aged 89) , Stockholm, Sweden.  Christopher Polhem was known for Göta Canal , Various inventions.  The fields of Christopher Polhem is Physics, Mechanics.  	Christopher Polhem was born in the summer of 1661.	0
7472	T1187	GW28	 The airport type of Runways is Public.  The owner of Runways is Heathrow Airport Holdings.  The operator of Runways is Heathrow Airport Limited.  The website of Runways is www .heathrow .com & Official Parking Booking Website.  	Heathrow Airport code is HTA	0
16105	T2671	GW120	 The ethnic groups of Surabaya City is List Javanese, Chinese, Indian, Madurese, Sundanese, Minangkabau, Batak, Banjar, Balinese, Bugis, Malay, Arabs.  The religion of Surabaya City is Islam 80.13% ,  Christianity 18.10% ,  Hinduism 0.26% ,  Buddhism 1.49% ,  Confucianism 0.01%.  The country of Surabaya City is Indonesia.  The urban area of Surabaya City is Population: 13,319,229, Area: 2,787 km2 (1,076 sq mi). 	More number of Confucianism religion people are living in Surabaya city.	0
2973	T479	GW28	 Core is a album.  Core was released on September 29, 1992.  Core was recorded on 1991 - 1992.  The studio of Core is Rumbo Recorders, Canoga Park, California. 	There were two recording studios used to make the album.	0
