index	table_id	annotator_id	premise	hypothesis	label
16267	T2689	GW116	 Masaya Nakamura was born on (1925-12-24)24 December 1925 , Tokyo, Japan.  Masaya Nakamura died on 22 January 2017(2017-01-22) (aged 91).  The nationality of Masaya Nakamura is Japanese.  Masaya Nakamura was known for Founder of Namco. 	Masaya Nakamura was born in 1944.	0
1268	T187	GW4	 The total area of Haut-Medoc AOC (Wine region) is 4,657 ha (11,510 acres).  The country of Haut-Medoc AOC (Wine region) is France.  The grapes produced of Haut-Medoc AOC (Wine region) are Cabernet Sauvignon ,  Merlot ,  Petit Verdot ,  Malbec ,  Cabernet Franc ,  Carmenere.  The wine produced of Haut-Medoc AOC (Wine region) is 32,600,000 bottles  217,656 hl (5,749,900 US gal).  	In France the wine region is able to produce over 5 million gallons.	1
3502	T550	GW54	 Circe Invidiosa is a painting.  The artist of Circe Invidiosa is John William Waterhouse.  The year of Circe Invidiosa is 1892.  The location of Circe Invidiosa is Art Gallery of South Australia, Adelaide.  	Circe Invidiosa is a painting by John William Waterhouse completed in 1892	1
10137	T1669	GW40	 The sex of Kabang is Female.  Kabang was born on February 29, 2008  (age 10)  Philippines.  The nation from of Kabang is Filipino.  Kabang was known for Saving the lives of two children in a motorcycle accident. 	Kabang was found in the Filipino nation the Philippines.	1
2767	T443	GW28	 Confessions is a album.  Confessions was released on March 23, 2004.  The length of Confessions are 60 : 30, 77:22  (special edition).  The producer of Confessions are Usher Raymond  (exec.), Antonio 'LA' Reid  (exec.), Jermaine Dupri, Destro Music, Lil Jon, Rich Harrison, Jimmy Jam and Terry Lewis, Robin Thicke, Bryan-Michael Cox, Just Blaze, Dre & Vidal, Bobby Ross Avila, James 'Big Jim' Wright.  	The special edition of Confessions has a cameo by Rhianna.	1
5190	T877	GW51	 The production company of Casino Royale are Eon Productions, Stillking Films, Babelsberg Film, Metro-Goldwyn-Mayer.  Casino Royale was screenplay by Neal Purvis, Robert Wade, Paul Haggis.  Casino Royale was based on Casino Royale  , by Ian Fleming.  Casino Royale was starring Daniel Craig, Eva Green, Mads Mikkelsen, Giancarlo Giannini, Jeffrey Wright, Judi Dench. 	Casino Royale is a movie based on the same titled book by Ian Fleming.	2
14599	T2503	GW1	 The city area of Guayaquil City is Population: 2,698,077 , Area: 344.5 km2 (133.01 sq mi).  The country of Guayaquil City is Ecuador.  The province of Guayaquil City is Guayas.  The metro area of Guayaquil City is Population: 3,113,725 , Area: 2,493.86 km2 (962.88 sq mi). 	Guayaquil is part of the same country as it's province.	0
7172	T1141	GW28	 The most titles (male) of Last completed is 3  ,  Ken Fletcher /  ,  Jean-Claude Barclay.  The location of Last completed is Paris, XVI e  , France.  The venue of Last completed is Tennis Club de Paris, at Auteuil (some of the years 1895-1908)  , Île de Puteaux , (some of the years 1891-1908) , Racing Club de France , (some of the years 1891-1908 and also all years 1910-1924, 1926) ,  Société Athlétique de la Villa Primrose in Bordeaux (1909) , Stade Français (1925, 1927) , Stade Roland Garros (since 1928).  The current champions of Last completed is Latisha Chan  ,  Ivan Dodig. 	Championnats Internationaux de France de Tennis is a round-robin event.	0
13970	T2433	GW114	 Highly Suspect is a musician.  The origin of Highly Suspect is Cape Cod, Massachusetts, U.S..  The genres of Highly Suspect are Hard rock, alternative rock, blues rock, punk blues, grunge.  The labels of Highly Suspect are 300, Atlantic Records. 	Highly Suspect is an American rock band from Cape Cod, Massachusetts.	2
9544	T1530	GW84	 The also known as of Kajukenbo is Hawaiin Kenpo.  The focus of Kajukenbo is Hybrid.  The creator of Kajukenbo are Adriano Emperado, Peter Young Yil Choo, Joe Holck, Frank Ordonez, George Chang.  The parenthood of Kajukenbo are Kara-Ho Kenpo, Danzan-ryu Jujutsu, Judo, Shotokan Karate, Tang Soo Do, Chin Na, Boxing, Eskrima.  	Kajukenbo is a version of anime.	0
12242	T2008	GW85	 The official languages of Hong Kong Special Administrative Region of the People's Republic of China are Chinese, English.  The regional language of Hong Kong Special Administrative Region of the People's Republic of China is Cantonese.  The official scripts of Hong Kong Special Administrative Region of the People's Republic of China are Traditional Chinese, English alphabet.  The ethnic groups of Hong Kong Special Administrative Region of the People's Republic of China are 92.0% Chinese, 2.5% Filipino, 2.1% Indonesian, 0.8% White, 2.6% Other. 	Hong Kong Special Administrative Region of the People's Republic of China only speak Cantonese	2
15014	T2549	GW113	 Maynila sa mga Kuko ng Liwanag was edited by Edgardo Jarlego, Ike Jarlego.  Maynila sa mga Kuko ng Liwanag was directed by Lino Brocka.  Maynila sa mga Kuko ng Liwanag was produced by Miguel de Leon, Severino Manotok.  Maynila sa mga Kuko ng Liwanag was starring Bembol Roco, Hilda Koronel, Lou Salvador, Jr., Juling Bagabaldo, Tommy Abuel. 	Maynila sa mga Kuko ng Liwanag Directed by Lino Brocka	2
16289	T2692	GW119	 Tbilisi is a city.  The country of Tbilisi is Georgia.  The time zone of Tbilisi is UTC+4 (Georgian Time).  The capital city of Tbilisi are Population: 1,158,700 (2018), Area: 504.2 km2 (194.7 sq mi). 	Tbilisi is the capital of the country of Georgia.	2
2234	T350	GW0	 Circe Offering the Cup to Ulysses is a painting.  The artist of Circe Offering the Cup to Ulysses is John William Waterhouse.  The medium of Circe Offering the Cup to Ulysses is Oil on canvas.  The location of Circe Offering the Cup to Ulysses is Gallery Oldham, Oldham.  	John William Waterhouse has only made oil paintings.	1
8738	T1358	GW1	 The president of Association for the Advancement of Artificial Intelligence is Subbarao Kambhampati.  The president-elect of Association for the Advancement of Artificial Intelligence is Yolanda Gil.  The past president of Association for the Advancement of Artificial Intelligence is Thomas G. Dietterich.  The type of Association for the Advancement of Artificial Intelligence is Scientific society. 	The Association for the Advancement of Artificial Intelligence will always have a male President.	0
8095	T1271	GW35	 The academic staff of Auburn University is 1,330 (2017).  The sporting affiliations of Auburn University is NCAA Division I - SEC.  The academic affiliation of Auburn University is APLU  , ORAU  , SURA  , ACES.  The former names of Auburn University is East Alabama Male College (1856-1872)  , Agricultural and Mechanical College of Alabama (1872-1899)  , Alabama Polytechnic Institute (1899-1960). 	Auburn University is the only educational institution to receive the SURA academic affiliation.	1
13518	T2383	GW4	 The city area of Guayaquil is 344.5 km 2  (133.01 sq mi).  The land area of Guayaquil is 316.42 km 2  (122.17 sq mi).  The water area of Guayaquil is 28.08 km 2  (10.84 sq mi).  The metro area of Guayaquil is 2,493.86 km 2  (962.88 sq mi). 	Guayaquil has a very large population.	1
7620	T1206	GW27	 Bridge over Troubled Water is a album.  Bridge over Troubled Water was released on January 26, 1970.  Bridge over Troubled Water was recorded on November 1969.  The studio of Bridge over Troubled Water is Studio B and Studio E, Columbia Studio Building, 49 East 52nd Street, New York City; CBS Columbia Square, Los Angeles. 	'Bridge over Troubled Water' was released the year after being recorded.	2
13199	T2347	GW121	 The other names of Gamonéu is Camonéu.  The country of origin of Gamonéu is Spain.  The region of Gamonéu is Asturias.  The source of milk of Gamonéu is Cows, sheep, goats.. 	Asturias has multiple animals that can be used to produce cheese.	2
3824	T607	GW28	 Desi Arnaz was born as Desiderio Alberto Arnaz y de Acha III , (1917-03-02)March 2, 1917 , Santiago de Cuba, Republic of Cuba (present-day Cuba).  The battles/wars of Desi Arnaz is World War II.   Desi Arnaz died on December 2, 1986(1986-12-02) (aged 69) , Del Mar, California, United States.  The parent(s) of Desi Arnaz are Desiderio Alberto Arnaz y de Alberni II, Dolores de Acha. 	Desi Arnaz fought in World War II.	0
10517	T1755	GW93	 The origin of In Flames is Gothenburg, Sweden.  The genres of In Flames are Alternative metal,  melodic death metal, heavy metal,  metalcore.  The labels of In Flames are Nuclear Blast, Ferret, Wrong Again, Koch, Good Fight, Century Media, Epic, SME, Roadrunner, Fearless, Eleven Seven.  The associated acts of In Flames are Dark Tranquillity, Ceremonial Oath, Dimension Zero, HammerFall, Passenger, Pendulum, All Ends, Dream Evil. 	In Flames originated in Sweden.	2
241	T38	GW4	 The genre(s) of Chess are Board game , Abstract strategy game , Mind sport.  The years active of Chess is c.  6th-century to present.  The players of Chess is 2.  The playing time of Chess was on Casual games usually last 10 to 60 minutes; tournament games last anywhere from about ten minutes (fast chess) to six hours or more.. 	A game of chess can take half a day to play.	1
10100	T1660	GW14	 John Shepherd-Barron is a person.  The birth name of John Shepherd-Barron is John Adrian Shepherd-Barron .  John Shepherd-Barron died on 15 May 2010 (2010-05-15)  (aged 84)  Inverness, Scotland, United Kingdom.  John Shepherd-Barron was known for Inventing the cash machine (ATM).  	John Shepherd-Barron was familiar with currency.	2
11680	T1929	GW93	 The father of Showa is Emperor Taisho.  The mother of Showa is Empress Teimei.   The birth name of Showa is Hirohito.  The spouse of Showa is Princess Nagako Kuni ( m.  1924; died 2000). 	Sh_wa's mother was Taish_.	0
6962	T1115	GW17	 Bringing It All Back Home is a album.  The studio of Bringing It All Back Home is Columbia Studio A & Studio B, New York City.  The genre of Bringing It All Back Home are Folk rock, folk.  The label of Bringing It All Back Home is Columbia. 	Bringing It All Back Home was a rap album.	0
13647	T2397	GW28	 Women's artistic individual all-around at the Games of the XXXI Olympiad is a sports event.  The venue of Women's artistic individual all-around at the Games of the XXXI Olympiad is Arena Olímpica do Rio.  The date of Women's artistic individual all-around at the Games of the XXXI Olympiad is 11 August.  The winning total of Women's artistic individual all-around at the Games of the XXXI Olympiad is 62.198 points.  	Women's artistic individual all-around at the Games of the XXXI Olympiad was the most popular event in terms of ticket sales.	1
12666	T2288	GW114	 Malus domestica 'Cornish Gilliflower' is a food.  The cultivar of Malus domestica 'Cornish Gilliflower' is 'Cornish Gilliflowerr'.  Malus domestica 'Cornish Gilliflower' was origin on introduced 1813.  	cultivar was found in a cottage garden in Truro	1
15966	T2656	GW107	 The number of metro of Minsk is 2,645,500.  The number of coordinates of Minsk is 53°54′N 27°34′E﻿ / ﻿53.900°N 27.567°E.  The number of license plate of Minsk is 7.  The number of capital city of Minsk is 409.5 km 2  (158.1 sq mi). 	There are many factories in Minsk.	1
4816	T767	GW12	 Crucifixion of Saint Peter is a painting.  The artist of Crucifixion of Saint Peter is Caravaggio.  The dimensions of Crucifixion of Saint Peter is 230 cm 175 cm (91 in 69 in).  The location of Crucifixion of Saint Peter is Santa Maria del Popolo, Rome.  	Caravaggion painted a famous painted in Santa Maria del Popolo, Rome.	1
8119	T1273	GW68	 FA Cup was founded on 1871; 148 years ago (1871).  The number of teams of FA Cup is 736 (2018-19).  The current champions of FA Cup is Manchester City (6th title).  The most successful club(s) of FA Cup is Arsenal (13 titles). 	The next to last champions were Arsenal.	1
6057	T996	GW28	 Bridesmaids is a movie.  Bridesmaids was directed by Paul Feig.  The release date of Bridesmaids are April 28, 2011 (2011-04-28) (Westwood premiere), May 13, 2011 (2011-05-13) (United States).  Bridesmaids was starring Kristen Wiig, Maya Rudolph, Rose Byrne, Wendi McLendon-Covey, Ellie Kemper, Melissa McCarthy, Chris O'Dowd. 	Bridesmaids starred Saturday Night cast members.	1
10992	T1831	GW4	 In Through the Out Door was released on 15 August 1979.  The genre of In Through the Out Door are Hard rock, art rock.  The label of In Through the Out Door is Swan Song.  The producer of In Through the Out Door is Jimmy Page.  	In Through the Out Door wound up winning a lot of awards.	1
11891	T1958	GW93	 Iron Man was directed by Jon Favreau.  Iron Man was distributed by Paramount Pictures.  Iron Man was produced by Avi Arad, Kevin Feige.  The country of Iron Man is United States. 	Iron Man was distributed by Paramount.	2
4986	T834	GW6	 Days of Future Passed is a album.  Days of Future Passed was released on 10 November 1967 (1967-11-10).  Days of Future Passed was recorded on 9 May - 3 November 1967.  The length of Days of Future Passed is 41:34. 	Days of Future Passed was released 7 days after recording finished.	2
6238	T1283	GW51	 Britney was recorded on February - July 2001.  The studio of Britney are Battery Studios, Right Track Studios, Sound on Sound Studios, Sterling Sound Studios, The Hit Factory , (New York City, New York), The DOJO , (Jackson, New Jersey), Master Sound Studios, Windmark Studios , (Virginia Beach, Virginia), Hit Factory Criteria , (Miami, Florida), 2nd Floor Recording , (Orlando, Florida), Record Plant, Rusk Sound Studios , (Los Angeles, California), Westlake Recording Studios , (West Hollywood, California), Jailhouse Studios, Maratone Studios , (Stockholm, Sweden).  The length of Britney is 39:36.  The producer of Britney are BT, Rodney Jerkins, Brian Kierulf, Peter Kvint, Max Martin, The Neptunes, Rami, Wade J. Robson, Josh Schwartz, Justin Timberlake.  	Britney was short in length, with a run time under half an hour.	0
3137	T499	GW28	 The medium of Dan Aykroyd is Film, television, stage.  Dan Aykroyd was born on ( 1952-07-01 )  July 1, 1952  (age 66)  Ottawa, Ontario, Canada.  The notable works and roles of Dan Aykroyd are Original 'Not Ready For Prime Time Player' on  SNL  ,  Elwood Blues in  The Blues Brothers ,   Ray Stantz in  Ghostbusters.   The years active of Dan Aykroyd was on 1971 - present. 	Dan Aykroyd started his career in his twenties.	0
8733	T1358	GW74	 The website of Association for the Advancement of Artificial Intelligence is aaai .org.   The formation of Association for the Advancement of Artificial Intelligence was on 1979; 40 years ago (1979).  The past president of Association for the Advancement of Artificial Intelligence is Thomas G. Dietterich.  The official language of Association for the Advancement of Artificial Intelligence is English. 	AAI began its work in Artificial intelligence prior to 1980.	2
3997	T629	GW33	 Dan Bilzerian was born as Dan Brandon Bilzerian ,  (1980-12-07) December 7, 1980 (age 38) , Tampa, Florida, United States.  The residence of Dan Bilzerian are Bel Air, Los Angeles, California, United States, Las Vegas, Nevada, United States.  The citizenship of Dan Bilzerian is United States (1980-present) , Armenia (2018-present).  The alma mater of Dan Bilzerian is University of Florida. 	Dan Bilzerian is an non- american Citizen	0
16066	T2667	GW86	 Satya Nadella is a person.  The spouse(s) of Satya Nadella is Anupama Nadella (1992-present).  The number of children of Satya Nadella are 3.  The parents of Satya Nadella are Bukkapuram Nadella Yugandhar (father), Prabhavati Yugandhar (mother). 	Satya Nadella has been married to the same person for over half his or her life.	0
242	T38	GW4	 The genre(s) of Chess are Board game , Abstract strategy game , Mind sport.  The years active of Chess is c.  6th-century to present.  The players of Chess is 2.  The playing time of Chess was on Casual games usually last 10 to 60 minutes; tournament games last anywhere from about ten minutes (fast chess) to six hours or more.. 	Chess is played with four people.	0
10769	T1799	GW93	 The artist of In the Car is Roy Lichtenstein.  The movement of In the Car is Pop art.  The dimensions of In the Car is 172 cm 203.5 cm (67.75 in 80.125 in).  The location of In the Car is Scottish National Gallery of Modern Art 1 of 2 copies.  	In the Car was created by Roy Lichtenstein.	2
13388	T2368	GW4	 G N' R Lies is a album.  G N' R Lies was released on November 29, 1988.  The studio of G N' R Lies is Rumbo Studios, Take One Studio, and Image Recording Studios.  The genre of G N' R Lies are Hard rock, heavy metal, acoustic rock. 	G N' R Lies was recorded at multiple studios.	2
10075	T1649	GW1	" The children of Jose Marti is Jose Francisco ""Pepito"" Marti.  Jose Marti was born on January 28, 1853 Havana, Captaincy General of Cuba.  Jose Marti died on May 19, 1895 (1895-05-19)  (aged 42) near Contramaestre and Cauto.  The relatives of Jose Marti are Mariano Marti Navarro and Leonor Perez Cabrera (Parents), 7 sisters (Leonor, Mariana, Maria de Carmen, Maria de Pilar, Rita Amelia, Antonia and Dolores).  "	JosŽ Mart’ was born in the Summer of 1853.	0
10661	T1778	GW93	 Insomniac is a album.  The studio of Insomniac is Hyde Street Studios, San Francisco, California.  The genre of Insomniac are Punk rock, pop punk.  The label of Insomniac is Reprise. 	Insomniac plays punk rock.	2
2395	T377	GW4	 The parent(s) of Christian Bale is David Bale (father).  The residence of Christian Bale is Santa Monica, California, U.S..  The citizenship of Christian Bale are British , American.  The years active of Christian Bale was on 1982 - present. 	Christian Bale lives in the United States.	2
10335	T1727	GW68	 The patronage of Saint Joan of Arc is France; martyrs; captives; military personnel; people ridiculed for their piety; prisoners; soldiers, women who have served in the WAVES (Women Accepted for Volunteer Emergency Service); and Women's Army Corps.   Saint Joan of Arc was born as Jeanne d'Arc 6 January  c.1412  Domremy, Duchy of Bar, Kingdom of France.  Saint Joan of Arc died on 30 May 1431 (aged approx. 19)    Rouen, Normandy  (then under English rule).  The venerated in of Saint Joan of Arc are Roman Catholic Church, Anglican Communion. 	Saint Joan of Arc died by fire.	1
12697	T2291	GW116	 Cutty Sark is a food&drink.  The type of Cutty Sark is Scotch Whisky.  The country of origin of Cutty Sark is Scotland.  The alcohol by volume of Cutty Sark is 40%.  	The type of drink is a lager.	0
11948	T1964	GW93	 In the box office, Iron Man 3 made $1.215 billion.   Iron Man 3 was distributed by Walt Disney Studios, Motion Pictures.  Iron Man 3 was produced by Kevin Feige.  The release date of Iron Man 3 are April 14, 2013  (Grand Rex), May 3, 2013 (United States). 	Iron Man 3 was released in the spring of 2013.	2
3677	T580	GW51	 The origin of Danzig is Lodi, New Jersey, United States.  The genres of Danzig are Heavy metal, gothic metal, hard rock, blues rock, industrial metal.  The years active of Danzig is 1987-present.  The labels of Danzig are Def American, American, Hollywood, E-Magine, Spitfire, Evilive, Megaforce, Restless, The End. 	Danzig started their work when they formed in Hamburg, Germany less than 10 years ago.	0
2720	T434	GW27	 The no. of vineyards of Condrieu AOC is 101.  The no. of wineries of Condrieu AOC is 76.  The wine produced of Condrieu AOC is sec, demi-sec, doux.  The official name of Condrieu AOC is Wine from the Condrieu AOC. 	There are more wineries than vineyards in the 'Wine from the Condrieu AOC' region.	0
8431	T1319	GW22	 The lens of General is Interchangeable, Nikon F mount.  The battery of General is Nikon EN-EL3e rechargeable Lithium-Ion battery.  The image sensor maker of General is Nikon.  The made in of General is Japan.  	Nikon D700 is only made in the country Japan.	1
2514	T393	GW30	 The birth name of Karoly Zipernowsky is Carl Zipernowsky.  Karoly Zipernowsky was born on 4 April 1853 ( 1853-04-04 )  Vienna, Habsburg Empire.  Karoly Zipernowsky died on ( 1942-11-29 ) 29 November 1942  Budapest, Hungary.  The education of Karoly Zipernowsky is Technical University of Budapest. 	Carl Zipernowsky worked in the Technical University of Budapest.almost until his death in 1952.	0
14710	T2515	GW115	 The net income of Mowi ASA is NOK 1.42 billion  (2015)   Harvest volume of salmonids, tonnes gutted weigh: 420 148  (2015)&lt;/.  The total assets of Mowi ASA is NOK 40.26 billion  (end 2015).  The total equity of Mowi ASA is NOK 18.18 billion  (end 2015).  The number of number of employees of Mowi ASA is 12,454  (2015). 	Mowi ASA Number of employees 10,000	0
12544	T2274	GW28	 Cape Town is a city.  The city area of Cape Town is 433,688.  The metro area of Cape Town is 4,005,015.  The metro density of Cape Town is 1,600/km 2  (4,200/sq mi). 	Cape Town the city has millions of inhabitants.	0
47	T6	GW0	 The origin of Kansas is Topeka, Kansas, U.S..  The genres of Kansas are Progressive rock, art rock, hard rock.  The years active of Kansas was on 1973 - 1984, 1985 - present.  The associated acts of Kansas are Proto-Kaw, Streets, AD, Seventh Key, Native Window, Dixie Dregs, Deep Purple, Shooting Star. 	Kansas was formed on the west coast of the United States.	0
15434	T2597	GW107	 The region of Medellín is Aburrá Valley.  The elevation of Medellín is 1,495 m (4,905 ft).  The nickname9s) of Medellín is City of the Eternal Spring, Capital of the Mountain, City of the Flowers.  The metro density (2019) of Medellín is 6,925/km 2  (17,940/sq mi). 	Medellín is above sea level.	2
12502	T2270	GW112	 Men's middleweight boxing at the Games of the XXX Olympiad is a sports event.  The venue of Men's middleweight boxing at the Games of the XXX Olympiad is ExCeL Exhibition Centre.  The date of Men's middleweight boxing at the Games of the XXX Olympiad is 28 July to 12 August.  The competitors of Men's middleweight boxing at the Games of the XXX Olympiad is 28 from 28 nations.  	Men's middleweight boxing was not included in the XXX Olympiad.	0
46	T6	GW0	 Kansas is a musician.  The genres of Kansas are Progressive rock, art rock, hard rock.  The labels of Kansas are Kirshner, MCA, Magna Carta, Inside Out.  The associated acts of Kansas are Proto-Kaw, Streets, AD, Seventh Key, Native Window, Dixie Dregs, Deep Purple, Shooting Star. 	Kansas the band recorded most of their music in Kansas.	1
10816	T1805	GW84	 Hugh Hefner died on September 27, 2017 (aged 91)  Los Angeles, California, U.S..  Hugh Hefner was born on April 9, 1926  Chicago, Illinois, U.S..  The spouse(s) of Hugh Hefner are Mildred Williams ( m.  1949;  div.  1959), Kimberley Conrad ( m.  1989;  div.  2010), Crystal Harris  ( m.   2012 ).  The partner(s) of Hugh Hefner are Barbi Benton  (1969-1976), Brande Roderick  (1999-2000), Holly Madison  (2001-2008), Bridget Marquardt  (2002-2009), Kendra Wilkinson  (2004-2008). 	Hugh Hefner's longest marriage was in the 80's.	0
715	T2014	GW2	 The origin of Hootie & the Blowfish is Columbia, South Carolina, United States.  The years active of Hootie & the Blowfish was on 1986 - 2008, 2018 - present.  The labels of Hootie & the Blowfish are Atlantic, Sneaky Long, Vanguard, UMG Nashville.  The website of Hootie & the Blowfish is hootie .com.  	Hootie & The Blowfish toured Europe in 2000.	1
13703	T2403	GW4	 The city (single-tier) of Hamilton is 1,138.11 km 2  (439.43 sq mi).  The urban area of Hamilton is 227.70 km 2  (87.92 sq mi).  The highest elevation of Hamilton is 324 m (1,063 ft).  The lowest elevation of Hamilton is 75 m (246 ft).  	Hamilton has nearly 800 feet in elevation change.	2
7696	T1215	GW17	 The role of Boeing 717 is Narrow-body jet airliner.  The manufacturer of Boeing 717 is Boeing Commercial Airplanes.  Boeing 717 was first flight on September 2, 1998.  The primary users of Boeing 717 is Delta Air Lines , Hawaiian Airlines , QantasLink , Volotea. 	The Boeing 717 is the largest plane in production.	1
4028	T632	GW28	 Cosmic Odyssey is a book.  Cosmic Odyssey was written by Jim Starlin.  The penciller(s) of Cosmic Odyssey is Mike Mignola.  The letterer(s) of Cosmic Odyssey is John Workman. 	Cosmic Odyssey is a comic book.put together by a team of individuals.	2
8721	T1356	GW22	 The full name of Derby County is Derby County Football Club.  The nickname(s) of Derby County is The Rams.  Derby County was founded on 1884; 135 years ago (1884).  The website of Derby County is Club website.  	Derby County Football Club also known as The Rams was founded in 1884	2
8983	T1389	GW28	 The alma mater of Brad Pitt is Kickapoo High School , University of Missouri.  Brad Pitt was born as William Bradley Pitt ,  (1963-12-18) December 18, 1963 (age 55) , Shawnee, Oklahoma, U.S..  The number of children of Brad Pitt are 6.  The relatives of Brad Pitt is Douglas Pitt (brother).  	Brad Pitt has three daughters and three boys.	1
11617	T1919	GW93	 The genres of Jack White are Rock, alternative rock, garage rock, blues rock, folk rock, blues, punk blues, country.  The birth name of Jack White is John Anthony Gillis.  The labels of Jack White are Warner Bros., V2, Third Man, Sub Pop, Sympathy for the Record Industry, XL, Italy, Columbia.  The associated acts of Jack White are The White Stripes, The Go, Goober and the Peas, Pearl Jam, The Upholsterers, The Dead Weather, The Raconteurs, A Tribe Called Quest, Beyonce, Alicia Keys, Loretta Lynn, Electric Six.  	Jack White had one label.	0
5617	T936	GW51	 The artist of The Calumny of Apelles is Sandro Botticelli.  The year of The Calumny of Apelles is 1494-95.  The dimensions of The Calumny of Apelles is 62 cm   91 cm (24 in   36 in).  The location of The Calumny of Apelles is Uffizi, Florence.  	The Calumny of Apelles was lost during a 15th century war and it's current location is unknown.	0
14308	T2470	GW86	 Zenith is a organization.  The type of Zenith is Wholly owned subsidiary.  The founded of Zenith is Le Locle, Neuchâtel, Switzerland, 1865.  The parent of Zenith is LVMH. 	Zenith is an independently-owned company.	0
3911	T618	GW51	 The high school of Dennis Rodman is South Oak Cliff (Dallas, Texas).  The college of Dennis Rodman are North Central Texas (1983), Southeastern Oklahoma State (1983-1986).  The nba draft of Dennis Rodman was on 1986 / Round: 2 / Pick: 27th overall.  The playing career of Dennis Rodman was on 1986-2006. 	Dennis Rodman is a famous basketball player who attended South Oak Cliff in Dallas, Texas.	2
873	T131	GW21	 Keith Carradine was born as Keith Ian Carradine    ( 1949-08-08 )  August 8, 1949  (age 69)   San Mateo, California, U.S..  The years active of Keith Carradine was on 1971 - present.  The spouse(s) of Keith Carradine are Sandra Will ( m.  1982;  div.  1999) ,   Hayley DuMond  ( m.  2006).  The number of children of Keith Carradine are 3, including Martha Plimpton and Sorel Carradine. 	Sandra Will was married prior to 1983.	2
6142	T1011	GW12	 The president of the federal senate of Federative Republic of Brazil is Eunicio Oliveira.  The president of the supreme federal court of Federative Republic of Brazil is Dias Toffoli.  The legislature of Federative Republic of Brazil is National Congress.  The upper house of Federative Republic of Brazil is Federal Senate. 	The legislature of the Federative Republic of Brazil consists of only the Federal Senate.	0
471	T245	GW16	 The spouse of Chris Hardwick is Lydia Hearst ( m.   2016 ).  The birth name of Chris Hardwick is Christopher Ryan Hardwick.  Chris Hardwick was born on November 23, 1971 ( 1971-11-23 )   (age 47)  Louisville, Kentucky, U.S..  The alma mater of Chris Hardwick is University of California, Los Angeles. 	It  may be  possible that  Christopher married  toto Lyd Hearst .	1
719	T2014	GW7	 The origin of Hootie & the Blowfish is Columbia, South Carolina, United States.  The genres of Hootie & the Blowfish are Roots rock, pop rock, pop, alternative rock, jangle pop, folk rock.  The years active of Hootie & the Blowfish was on 1986 - 2008, 2018 - present.  The labels of Hootie & the Blowfish are Atlantic, Sneaky Long, Vanguard, UMG Nashville. 	TheyÕve broken up	0
10154	T1678	GW27	 Title(s) is a book.  The formats of Title(s) is Original material for the series has been published as a strip in the comics anthology(s)     Zack    Metal hurlant    Spirou    Politikin Zabavnik     and a set of graphic novels..  The original language of Title(s) is French.  The publication date of Title(s) is 1979- present. 	This product was first published in French in 1979.	2
5366	T901	GW27	 The republic established was on 1 January 1912.  The people's republic declared was on 21 September 1949.  The proclamation of the people's republic was on 1 October 1949.  The current constitution was on 4 December 1982. 	The People's Republic of China has not enlarged since 1949.	0
9088	T1403	GW84	 The birth name of John Mellencamp is John J Mellencamp.  John Mellencamp was also known as Johnny Cougar, John Cougar, John Cougar Mellencamp.  The genres of John Mellencamp are Rock, heartland rock, roots rock, folk rock, hard rock, country rock.  The associated acts of John Mellencamp are Martina McBride, Mason Brothers, Mitch Ryder, James McMurtry, Me'Shell Ndegeocello, Chuck D, India.Arie, Trisha Yearwood, Little Big Town, Joan Baez. 	John Mellencamp performed as John Cougar for longer than under the name John Mellencamp.	1
1872	T275	GW27	 The birth name of Hayden Panettiere is Hayden Lesley Panettiere .  Hayden Panettiere was born on August 21, 1989  ( 1989-08-21 )  (age 29)   Palisades, New York, U.S..  The years active of Hayden Panettiere was on 1994 - present.  The partner(s) of Hayden Panettiere are Wladimir Klitschko (2009 - 2011), Wladimir Klitschko (2013 - 2018). 	Hayden Lesley Panettiere partnered with Wladimir Klitschko before becoming professionally active.	0
4430	T685	GW51	 Déjà vu is a album.  Déjà vu was released on March 11, 1970.  Déjà vu was recorded on July, 1969 - January, 1970.  The genre of Déjà vu are Folk, folk rock. 	DŽjˆ vu is a folk rock album released in 1970.	2
13661	T2399	GW28	 The achievement of Hail To Reason are American Champion Two-Year-Old Colt (1960), Leading sire in North America (1970).  Hail To Reason was last updated  on October 3, 2007.  	Hail To Reason was an American colt.	2
1878	T276	GW11	 Cornelis Drebbel is a person.  Cornelis Drebbel was born on 1572  Alkmaar, Netherlands.  Cornelis Drebbel died on 7 November 1633 (1633-11-07)  (aged 60 - 61)  London, England.  The spouse(s) of Cornelis Drebbel is Sophia Jansdochter Goltzius ( m.  1595). 	Cornelis Drebbel always lived in London.	0
8339	T1304	GW35	 The academic staff of Boston University is 4,021 (2018).  The administrative staff of Boston University is 10,182 (2018) (including faculty).  The students of Boston University is 34,262 (2018).  The other students of Boston University is 2,232 (2018). 	The administrative staff for Boston University exceeds the number of students for 2018.	0
2430	T381	GW27	 The parent(s) of Cher are John Sarkisian , Georgia Holt.  The birth name of Cher is Cherilyn Sarkisian.  Cher was born as Cherilyn Sarkisian    ( 1946-05-20 )  May 20, 1946  (age 72)   El Centro, California, U.S..  The other names of Cher are Cheryl LaPiere , Cher Bono , Cherilyn Sarkisian , La Piere Bono Allman. 	Cherilyn Sarkisian has more children than she has parents.	0
